accident_id,date,time,hour,day_of_week,month,year,location_name,latitude,longitude,road_type,weather,road_condition,light_condition,speed_limit_kmph,traffic_volume,vehicles_involved,vehicle_type,collision_type,severity,risk_score,accident_occurred,is_weekend,is_peak_hour,is_night
1130,2021-06-22,13:11,13,Tuesday,6,2021,Ramagundam Old Town Road,18.766752,79.484115,Urban Road,Clear,Wet,Dawn/Dusk,40,300,2,Bus,Head-On,Serious,51,1,0,0,0
1131,2022-08-03,11:49,11,Wednesday,8,2022,Kataram Village Road,18.64246,79.395399,Village Road,Clear,Potholed,Dark – Street Light,30,78,2,Two-Wheeler,Rear-End,Minor,27,0,0,0,0
1132,2022-06-01,17:42,17,Wednesday,6,2022,Godavari Bridge NH-163,18.707997,79.515654,Bridge Road,Night Drizzle,Potholed,Daylight,60,296,1,Tractor,Head-On,Serious,66,1,0,1,0
1133,2023-03-14,06:45,6,Tuesday,3,2023,Godavari Bridge NH-163,18.708869,79.517427,Bridge Road,Night Drizzle,Good,Daylight,60,20,3,Car/Jeep,Side-Swipe,Minor,36,1,0,0,0
1134,2023-05-18,13:01,13,Thursday,5,2023,Ramagundam Bypass Junction,18.746828,79.497203,Bypass,Clear,Good,Daylight,70,399,4,Truck/Lorry,Head-On,Minor,29,0,0,0,0
1135,2021-07-27,13:34,13,Tuesday,7,2021,Godavari Bridge NH-163,18.702335,79.51575,Bridge Road,Overcast,Under Construction,Daylight,60,150,2,Bus,Head-On,Minor,37,1,0,0,0
1136,2021-11-29,07:44,7,Monday,11,2021,Manthani Bridge Approach,18.647662,79.659388,District Road,Foggy,Under Construction,Daylight,50,199,2,Truck/Lorry,Rear-End,Serious,47,1,0,1,0
1137,2022-08-07,17:50,17,Sunday,8,2022,Dharmaram Crossroad,18.677572,79.368558,Village Road,Clear,Potholed,Daylight,30,159,3,Truck/Lorry,Hit-and-Run,Minor,36,1,1,1,0
1138,2023-06-22,12:18,12,Thursday,6,2023,Jammikunta–Peddapalli Road,18.553529,79.316788,State Highway,Foggy,Potholed,Daylight,60,210,2,Car/Jeep,Rollover,Serious,49,1,0,0,0
1139,2022-05-28,04:30,4,Saturday,5,2022,Mancherial Road – Peddapalli Border,18.677258,79.452756,State Highway,Overcast,Potholed,Daylight,60,326,3,Two-Wheeler,Rear-End,Minor,25,0,1,0,1
1140,2023-11-18,07:27,7,Saturday,11,2023,Kataram Village Road,18.645896,79.402338,Village Road,Clear,Under Construction,Dark – Street Light,30,159,3,Two-Wheeler,Rear-End,Serious,42,1,1,1,0
1141,2023-02-05,08:05,8,Sunday,2,2023,Karimnagar Highway Fork Peddapalli,18.609277,79.352755,Highway,Clear,Good,Dawn/Dusk,80,464,3,Tractor,Rear-End,Minor,39,1,1,1,0
1142,2021-03-20,09:53,9,Saturday,3,2021,Manthani Bridge Approach,18.656227,79.666943,District Road,Clear,Under Construction,Dark – Street Light,50,227,2,Bus,Head-On,Minor,37,1,1,1,0
1143,2022-06-09,07:09,7,Thursday,6,2022,NH-163 Near Peddapalli Toll Plaza,18.61763,79.387392,Highway,Rainy,Wet,Dark – No Street Light,80,222,2,Auto-Rickshaw,Head-On,Fatal,83,1,0,1,0
1144,2022-05-04,11:50,11,Wednesday,5,2022,NH-163 Near Peddapalli Toll Plaza,18.608284,79.371904,Highway,Rainy,Good,Dark – Street Light,80,159,2,Bus,Head-On,Serious,51,1,0,0,0
1145,2022-05-11,17:18,17,Wednesday,5,2022,Korutla Junction Near Peddapalli,18.531588,79.333512,State Highway,Clear,Potholed,Daylight,60,278,2,Tractor,Side-Swipe,Minor,36,1,0,1,0
1146,2021-05-19,21:34,21,Wednesday,5,2021,Jammikunta–Peddapalli Road,18.569343,79.303499,State Highway,Rainy,Gravelled,Dark – No Street Light,60,305,2,Truck/Lorry,Head-On,Fatal,72,1,0,0,1
1147,2022-06-04,17:22,17,Saturday,6,2022,Jammikunta–Peddapalli Road,18.560922,79.31232,State Highway,Foggy,Good,Dark – Street Light,60,163,2,Bus,Side-Swipe,Minor,30,1,1,1,0
1148,2021-04-01,10:21,10,Thursday,4,2021,Manthani Bridge Approach,18.642663,79.659654,District Road,Overcast,Good,Dark – Street Light,50,147,2,Tractor,Rear-End,Minor,0,1,0,0,0
1149,2023-07-27,03:12,3,Thursday,7,2023,Ramagundam Bypass Junction,18.758148,79.502033,Bypass,Clear,Good,Daylight,70,195,4,Bus,Rear-End,Serious,42,1,0,0,1
1150,2022-06-03,03:41,3,Friday,6,2022,Dharmaram Crossroad,18.672431,79.359704,Village Road,Clear,Good,Dark – Street Light,30,74,3,Auto-Rickshaw,Rear-End,Minor,26,0,0,0,1
1151,2023-06-20,19:24,19,Tuesday,6,2023,Ramagundam NTPC Gate Road,18.782776,79.488071,Industrial Road,Clear,Good,Dark – No Street Light,40,144,2,Bus,Rear-End,Minor,17,1,0,1,0
1152,2023-06-01,15:52,15,Thursday,6,2023,Ramagundam Bypass Junction,18.752149,79.496236,Bypass,Clear,Good,Daylight,70,340,2,Auto-Rickshaw,Rear-End,Minor,19,1,0,0,0
1153,2023-06-29,10:02,10,Thursday,6,2023,Manthani Bridge Approach,18.647824,79.657332,District Road,Foggy,Under Construction,Dark – No Street Light,50,141,2,Tractor,Pedestrian,Serious,46,1,0,0,0
1154,2023-04-12,10:51,10,Wednesday,4,2023,Ramagundam Bypass Junction,18.764624,79.500376,Bypass,Foggy,Good,Daylight,70,204,3,Tractor,Rollover,Serious,46,1,0,0,0
1155,2021-05-18,08:41,8,Tuesday,5,2021,Manthani Bridge Approach,18.65407,79.659538,District Road,Clear,Good,Dark – No Street Light,50,94,2,Tractor,Rear-End,Minor,26,0,0,1,0
1156,2021-06-07,14:33,14,Monday,6,2021,Srirampur Road Stretch,18.723071,79.538788,District Road,Clear,Good,Daylight,50,132,4,Two-Wheeler,Side-Swipe,Minor,15,0,0,0,0
1157,2021-08-30,08:16,8,Monday,8,2021,Kataram Village Road,18.637121,79.400625,Village Road,Foggy,Good,Dark – No Street Light,30,107,3,Truck/Lorry,Head-On,Serious,64,1,0,1,0
1158,2021-06-01,12:57,12,Tuesday,6,2021,Mancherial Road – Peddapalli Border,18.673424,79.451834,State Highway,Foggy,Gravelled,Dark – Street Light,60,115,4,Auto-Rickshaw,Side-Swipe,Serious,42,1,0,0,0
1159,2022-08-18,19:54,19,Thursday,8,2022,Karimnagar Highway Fork Peddapalli,18.599255,79.356883,Highway,Clear,Wet,Dark – Street Light,80,431,2,Auto-Rickshaw,Rear-End,Minor,33,1,0,1,0
1160,2021-10-12,08:31,8,Tuesday,10,2021,Sulthanabad Cross Roads,18.607394,79.426598,Highway,Clear,Potholed,Daylight,80,324,3,Bus,Head-On,Serious,57,1,0,1,0
1161,2022-09-26,11:45,11,Monday,9,2022,Ramagundam Bypass Junction,18.750022,79.492168,Bypass,Foggy,Potholed,Dark – Street Light,70,289,3,Two-Wheeler,Head-On,Fatal,75,1,0,0,0
1162,2021-06-01,12:43,12,Tuesday,6,2021,Peddapalli Town Circle,18.612218,79.371889,Urban Road,Rainy,Good,Dark – Street Light,40,166,2,Bus,Head-On,Minor,29,0,0,0,0
1163,2021-04-24,18:33,18,Saturday,4,2021,Kataram Village Road,18.634592,79.410436,Village Road,Clear,Good,Daylight,30,98,3,Auto-Rickshaw,Pedestrian,Minor,26,1,1,1,0
1164,2021-06-11,08:40,8,Friday,6,2021,Mancherial Road – Peddapalli Border,18.68096,79.4524,State Highway,Night Drizzle,Good,Dark – No Street Light,60,370,2,Two-Wheeler,Rear-End,Serious,40,1,0,1,0
1165,2021-11-12,07:39,7,Friday,11,2021,Korutla Junction Near Peddapalli,18.523694,79.333616,State Highway,Foggy,Potholed,Dark – Street Light,60,306,2,Two-Wheeler,Head-On,Fatal,75,1,0,1,0
1166,2022-06-27,16:49,16,Monday,6,2022,Srirampur Road Stretch,18.714814,79.534048,District Road,Rainy,Potholed,Daylight,50,193,3,Bus,Rear-End,Serious,49,1,0,0,0
1167,2022-05-17,18:43,18,Tuesday,5,2022,Dharmaram Crossroad,18.668086,79.369631,Village Road,Clear,Potholed,Dark – No Street Light,30,79,2,Truck/Lorry,Rear-End,Serious,41,1,0,1,0
1168,2021-10-22,09:45,9,Friday,10,2021,Jammikunta–Peddapalli Road,18.554207,79.313215,State Highway,Clear,Gravelled,Daylight,60,452,2,Auto-Rickshaw,Rear-End,Minor,23,0,0,1,0
1169,2021-09-08,08:15,8,Wednesday,9,2021,Dharmaram Crossroad,18.672564,79.362038,Village Road,Clear,Good,Dawn/Dusk,30,97,3,Truck/Lorry,Head-On,Serious,45,1,0,1,0
1170,2022-11-02,20:46,20,Wednesday,11,2022,Mancherial Road – Peddapalli Border,18.681243,79.440845,State Highway,Clear,Wet,Dark – No Street Light,60,230,2,Truck/Lorry,Hit-and-Run,Serious,40,1,0,0,1
1171,2021-07-04,21:32,21,Sunday,7,2021,NH-163 Near Peddapalli Toll Plaza,18.613949,79.380905,Highway,Clear,Good,Dark – No Street Light,80,321,1,Auto-Rickshaw,Rear-End,Minor,35,1,1,0,1
1172,2023-08-22,09:00,9,Tuesday,8,2023,Peddapalli Town Circle,18.613116,79.382777,Urban Road,Overcast,Potholed,Dark – Street Light,40,77,3,Truck/Lorry,Rear-End,Serious,42,1,0,1,0
1173,2022-02-03,10:18,10,Thursday,2,2022,NH-163 Near Peddapalli Toll Plaza,18.609312,79.382597,Highway,Clear,Potholed,Dark – Street Light,80,340,2,Bus,Side-Swipe,Minor,23,0,0,0,0
1174,2023-03-18,10:21,10,Saturday,3,2023,Ramagundam Bypass Junction,18.746453,79.502917,Bypass,Rainy,Good,Daylight,70,360,2,Truck/Lorry,Rear-End,Minor,21,0,1,0,0
1175,2022-11-14,18:33,18,Monday,11,2022,Ramagundam Old Town Road,18.764853,79.483184,Urban Road,Clear,Potholed,Dark – No Street Light,40,96,2,Bus,Rear-End,Serious,47,1,0,1,0
1176,2022-09-05,14:32,14,Monday,9,2022,Korutla Junction Near Peddapalli,18.519862,79.32624,State Highway,Overcast,Potholed,Dark – Street Light,60,155,2,Two-Wheeler,Rear-End,Minor,13,1,0,0,0
1177,2022-09-23,18:46,18,Friday,9,2022,Korutla Junction Near Peddapalli,18.523478,79.329193,State Highway,Overcast,Potholed,Dark – No Street Light,60,320,2,Tractor,Rollover,Serious,68,1,0,1,0
1178,2022-04-12,17:37,17,Tuesday,4,2022,Korutla Junction Near Peddapalli,18.52767,79.319945,State Highway,Clear,Potholed,Dark – Street Light,60,167,3,Truck/Lorry,Head-On,Serious,52,1,0,1,0
1179,2021-08-14,07:28,7,Saturday,8,2021,NH-163 Near Peddapalli Toll Plaza,18.614437,79.377798,Highway,Clear,Good,Dark – No Street Light,80,247,2,Bus,Hit-and-Run,Minor,26,1,1,1,0
1180,2022-03-01,14:42,14,Tuesday,3,2022,Karimnagar Highway Fork Peddapalli,18.605531,79.351116,Highway,Clear,Good,Dawn/Dusk,80,269,2,Bus,Rear-End,Minor,26,0,0,0,0
1181,2022-06-26,15:12,15,Sunday,6,2022,Mancherial Road – Peddapalli Border,18.675351,79.447649,State Highway,Night Drizzle,Good,Daylight,60,366,4,Auto-Rickshaw,Rollover,Serious,41,1,1,0,0
1182,2023-09-29,09:22,9,Friday,9,2023,Ramagundam Old Town Road,18.749642,79.483016,Urban Road,Rainy,Gravelled,Dark – Street Light,40,265,2,Bus,Side-Swipe,Serious,52,1,0,1,0
1183,2023-03-20,18:49,18,Monday,3,2023,Kataram Village Road,18.638985,79.403856,Village Road,Overcast,Good,Daylight,30,196,3,Auto-Rickshaw,Hit-and-Run,Minor,30,1,0,1,0
1184,2023-09-09,07:52,7,Saturday,9,2023,Godavari Bridge NH-163,18.702533,79.517222,Bridge Road,Rainy,Gravelled,Dark – No Street Light,60,101,2,Bus,Side-Swipe,Serious,62,1,1,1,0
1185,2021-04-14,16:33,16,Wednesday,4,2021,Sulthanabad Cross Roads,18.593272,79.422688,Highway,Clear,Good,Daylight,80,393,2,Truck/Lorry,Head-On,Minor,19,0,0,0,0
1186,2021-11-20,11:59,11,Saturday,11,2021,Karimnagar Highway Fork Peddapalli,18.598062,79.351837,Highway,Overcast,Potholed,Dark – No Street Light,80,267,3,Auto-Rickshaw,Rear-End,Serious,65,1,1,0,0
1187,2021-07-03,16:14,16,Saturday,7,2021,NH-163 Near Peddapalli Toll Plaza,18.612095,79.383549,Highway,Rainy,Wet,Dawn/Dusk,80,331,4,Car/Jeep,Rear-End,Fatal,70,1,1,0,0
1188,2021-03-16,23:25,23,Tuesday,3,2021,Kataram Village Road,18.644356,79.40037,Village Road,Foggy,Good,Dark – Street Light,30,316,3,Auto-Rickshaw,Hit-and-Run,Minor,35,1,0,0,1
1189,2021-08-08,20:21,20,Sunday,8,2021,Godavari Bridge NH-163,18.70006,79.507809,Bridge Road,Clear,Gravelled,Dark – No Street Light,60,246,2,Car/Jeep,Hit-and-Run,Minor,39,1,1,0,1
1190,2022-01-30,18:21,18,Sunday,1,2022,Godavari Bridge NH-163,18.692746,79.516242,Bridge Road,Clear,Potholed,Daylight,60,69,2,Tractor,Rear-End,Minor,29,0,1,1,0
1191,2022-01-31,07:54,7,Monday,1,2022,Srirampur Road Stretch,18.728382,79.536635,District Road,Rainy,Potholed,Daylight,50,151,2,Truck/Lorry,Side-Swipe,Serious,45,1,0,1,0
1192,2023-09-05,09:15,9,Tuesday,9,2023,Manthani Bridge Approach,18.657147,79.649044,District Road,Clear,Good,Daylight,50,132,2,Auto-Rickshaw,Rear-End,Minor,18,0,0,1,0
1193,2023-01-07,16:03,16,Saturday,1,2023,Peddapalli Town Circle,18.619854,79.371607,Urban Road,Rainy,Potholed,Daylight,40,168,3,Tractor,Rollover,Serious,58,1,1,0,0
1194,2022-08-28,10:14,10,Sunday,8,2022,Peddapalli Town Circle,18.617692,79.376924,Urban Road,Clear,Good,Daylight,40,241,3,Bus,Rear-End,Minor,17,1,1,0,0
1195,2022-03-24,17:43,17,Thursday,3,2022,Srirampur Road Stretch,18.731353,79.535909,District Road,Foggy,Under Construction,Daylight,50,200,2,Tractor,Rear-End,Serious,58,1,0,1,0
1196,2021-05-07,18:57,18,Friday,5,2021,Ramagundam Bypass Junction,18.752503,79.495951,Bypass,Rainy,Potholed,Daylight,70,319,2,Bus,Rear-End,Serious,56,1,0,1,0
1197,2023-09-29,05:32,5,Friday,9,2023,Ramagundam Old Town Road,18.75772,79.487358,Urban Road,Clear,Good,Daylight,40,216,2,Bus,Head-On,Minor,19,0,0,0,1
1198,2021-02-14,11:52,11,Sunday,2,2021,Godavari Bridge NH-163,18.704495,79.519668,Bridge Road,Clear,Good,Daylight,60,111,2,Tractor,Head-On,Minor,6,1,1,0,0
1199,2023-08-25,03:26,3,Friday,8,2023,Ramagundam Bypass Junction,18.75225,79.498851,Bypass,Clear,Good,Dark – No Street Light,70,383,3,Truck/Lorry,Rear-End,Serious,52,1,0,0,1
1200,2023-02-13,10:43,10,Monday,2,2023,Dharmaram Crossroad,18.672779,79.366887,Village Road,Night Drizzle,Under Construction,Daylight,30,71,3,Two-Wheeler,Head-On,Fatal,72,1,0,0,0
1201,2023-12-20,06:14,6,Wednesday,12,2023,Ramagundam NTPC Gate Road,18.773389,79.497348,Industrial Road,Overcast,Wet,Dawn/Dusk,40,210,2,Tractor,Rear-End,Serious,42,1,0,0,0
1202,2022-04-16,08:22,8,Saturday,4,2022,Ramagundam NTPC Gate Road,18.780067,79.502384,Industrial Road,Clear,Good,Dark – Street Light,40,258,3,Two-Wheeler,Rollover,Minor,38,1,1,1,0
1203,2021-02-02,08:04,8,Tuesday,2,2021,Korutla Junction Near Peddapalli,18.521777,79.317106,State Highway,Clear,Good,Dark – No Street Light,60,238,3,Two-Wheeler,Head-On,Serious,41,1,0,1,0
1204,2023-06-18,08:13,8,Sunday,6,2023,Ramagundam NTPC Gate Road,18.781272,79.492722,Industrial Road,Foggy,Wet,Daylight,40,269,4,Car/Jeep,Rollover,Fatal,83,1,1,1,0
1205,2022-10-19,08:56,8,Wednesday,10,2022,Jammikunta–Peddapalli Road,18.555573,79.322629,State Highway,Clear,Wet,Daylight,60,322,2,Two-Wheeler,Side-Swipe,Minor,38,1,0,1,0
1206,2021-12-25,15:27,15,Saturday,12,2021,Kataram Village Road,18.640547,79.405629,Village Road,Rainy,Good,Daylight,30,160,2,Truck/Lorry,Rollover,Minor,35,1,1,0,0
1207,2023-05-03,11:19,11,Wednesday,5,2023,Ramagundam Old Town Road,18.763119,79.483048,Urban Road,Clear,Wet,Dark – No Street Light,40,188,3,Auto-Rickshaw,Hit-and-Run,Minor,39,1,0,0,0
1208,2023-08-07,20:35,20,Monday,8,2023,Srirampur Road Stretch,18.72941,79.541727,District Road,Clear,Potholed,Dark – No Street Light,50,187,2,Auto-Rickshaw,Head-On,Serious,60,1,0,0,1
1209,2023-07-11,19:05,19,Tuesday,7,2023,Ramagundam Bypass Junction,18.752244,79.495252,Bypass,Rainy,Under Construction,Daylight,70,427,2,Bus,Side-Swipe,Serious,52,1,0,1,0
1210,2022-03-21,12:55,12,Monday,3,2022,Sulthanabad Cross Roads,18.592279,79.426471,Highway,Overcast,Good,Dawn/Dusk,80,289,2,Car/Jeep,Pedestrian,Minor,18,1,0,0,0
1211,2023-09-08,20:44,20,Friday,9,2023,Srirampur Road Stretch,18.727648,79.53421,District Road,Rainy,Good,Dawn/Dusk,50,20,2,Auto-Rickshaw,Rear-End,Serious,42,1,0,0,1
1212,2023-01-06,09:23,9,Friday,1,2023,Peddapalli Town Circle,18.610939,79.370726,Urban Road,Rainy,Potholed,Daylight,40,115,4,Truck/Lorry,Rollover,Fatal,75,1,0,1,0
1213,2022-02-21,10:26,10,Monday,2,2022,Kataram Village Road,18.640367,79.39555,Village Road,Clear,Under Construction,Dark – Street Light,30,215,1,Bus,Pedestrian,Minor,28,1,0,0,0
1214,2021-11-09,07:14,7,Tuesday,11,2021,Godavari Bridge NH-163,18.700421,79.526345,Bridge Road,Clear,Under Construction,Dark – No Street Light,60,46,3,Tractor,Rear-End,Serious,60,1,0,1,0
1215,2023-10-02,12:46,12,Monday,10,2023,Ramagundam Old Town Road,18.754484,79.485771,Urban Road,Foggy,Good,Dark – Street Light,40,129,2,Bus,Pedestrian,Minor,11,0,0,0,0
1216,2021-06-02,21:42,21,Wednesday,6,2021,Mancherial Road – Peddapalli Border,18.667516,79.444729,State Highway,Clear,Good,Daylight,60,278,2,Two-Wheeler,Side-Swipe,Minor,0,0,0,0,1
1217,2023-02-04,04:40,4,Saturday,2,2023,Dharmaram Crossroad,18.678481,79.374245,Village Road,Rainy,Potholed,Dark – No Street Light,30,131,2,Two-Wheeler,Rear-End,Serious,58,1,1,0,1
1218,2021-02-04,13:17,13,Thursday,2,2021,NH-163 Near Peddapalli Toll Plaza,18.612856,79.376567,Highway,Rainy,Good,Dark – No Street Light,80,390,3,Truck/Lorry,Rollover,Serious,65,1,0,0,0
1219,2021-07-17,13:15,13,Saturday,7,2021,Ramagundam Bypass Junction,18.755096,79.50027,Bypass,Clear,Potholed,Dark – Street Light,70,505,2,Truck/Lorry,Head-On,Serious,47,1,1,0,0
1220,2022-05-14,23:14,23,Saturday,5,2022,Dharmaram Crossroad,18.67599,79.364278,Village Road,Clear,Under Construction,Daylight,30,148,4,Tractor,Rollover,Serious,52,1,1,0,1
1221,2023-02-16,10:30,10,Thursday,2,2023,Ramagundam NTPC Gate Road,18.775266,79.492836,Industrial Road,Clear,Good,Daylight,40,104,2,Truck/Lorry,Side-Swipe,Minor,0,0,0,0,0
1222,2021-07-15,19:58,19,Thursday,7,2021,Mancherial Road – Peddapalli Border,18.677436,79.445532,State Highway,Clear,Good,Dark – Street Light,60,256,3,Truck/Lorry,Rear-End,Minor,12,0,0,1,0
1223,2021-03-09,07:54,7,Tuesday,3,2021,Godavari Bridge NH-163,18.70962,79.504745,Bridge Road,Clear,Gravelled,Dark – No Street Light,60,129,3,Tractor,Rollover,Serious,62,1,0,1,0
1224,2021-11-29,14:36,14,Monday,11,2021,Godavari Bridge NH-163,18.70833,79.507633,Bridge Road,Overcast,Good,Dark – Street Light,60,237,2,Tractor,Head-On,Minor,7,0,0,0,0
1225,2021-04-20,06:14,6,Tuesday,4,2021,Jammikunta–Peddapalli Road,18.559343,79.303362,State Highway,Overcast,Good,Dark – Street Light,60,272,4,Truck/Lorry,Pedestrian,Minor,10,0,0,0,0
1226,2023-07-12,13:22,13,Wednesday,7,2023,Godavari Bridge NH-163,18.696547,79.526761,Bridge Road,Rainy,Good,Daylight,60,87,2,Truck/Lorry,Head-On,Serious,44,1,0,0,0
1227,2022-05-20,17:05,17,Friday,5,2022,Godavari Bridge NH-163,18.708458,79.521608,Bridge Road,Clear,Good,Dark – Street Light,60,224,2,Truck/Lorry,Rear-End,Minor,3,0,0,1,0
1228,2023-06-30,10:17,10,Friday,6,2023,Godavari Bridge NH-163,18.699477,79.520447,Bridge Road,Clear,Good,Daylight,60,59,2,Bus,Rear-End,Minor,0,0,0,0,0
1229,2021-07-10,15:50,15,Saturday,7,2021,Karimnagar Highway Fork Peddapalli,18.604065,79.352798,Highway,Clear,Good,Daylight,80,202,2,Two-Wheeler,Side-Swipe,Minor,17,1,1,0,0
1230,2023-12-04,07:24,7,Monday,12,2023,Sulthanabad Cross Roads,18.595555,79.423221,Highway,Clear,Good,Daylight,80,270,2,Car/Jeep,Rear-End,Minor,23,0,0,1,0
1231,2021-06-07,10:15,10,Monday,6,2021,Srirampur Road Stretch,18.725797,79.529595,District Road,Foggy,Potholed,Dark – No Street Light,50,121,2,Car/Jeep,Rear-End,Serious,57,1,0,0,0
1232,2023-02-18,18:21,18,Saturday,2,2023,Jammikunta–Peddapalli Road,18.564166,79.308852,State Highway,Clear,Potholed,Dark – Street Light,60,349,3,Bus,Head-On,Serious,55,1,1,1,0
1233,2022-02-16,12:11,12,Wednesday,2,2022,Korutla Junction Near Peddapalli,18.521744,79.33062,State Highway,Night Drizzle,Gravelled,Daylight,60,326,3,Truck/Lorry,Pedestrian,Serious,47,1,0,0,0
1234,2023-02-10,08:50,8,Friday,2,2023,Jammikunta–Peddapalli Road,18.558586,79.315645,State Highway,Clear,Good,Dark – No Street Light,60,285,2,Bus,Head-On,Serious,47,1,0,1,0
1235,2023-08-04,21:13,21,Friday,8,2023,NH-163 Near Peddapalli Toll Plaza,18.607158,79.374317,Highway,Clear,Good,Dark – No Street Light,80,243,3,Truck/Lorry,Side-Swipe,Minor,29,0,0,0,1
1236,2022-06-02,16:45,16,Thursday,6,2022,Sulthanabad Cross Roads,18.585598,79.429774,Highway,Clear,Good,Daylight,80,348,2,Bus,Rear-End,Minor,16,1,0,0,0
1237,2023-05-07,14:50,14,Sunday,5,2023,Mancherial Road – Peddapalli Border,18.689482,79.446055,State Highway,Night Drizzle,Wet,Dark – Street Light,60,133,2,Two-Wheeler,Head-On,Serious,52,1,1,0,0
1238,2022-12-29,07:39,7,Thursday,12,2022,Peddapalli Town Circle,18.613275,79.380996,Urban Road,Clear,Gravelled,Dark – No Street Light,40,142,2,Auto-Rickshaw,Pedestrian,Serious,48,1,0,1,0
1239,2021-01-22,06:14,6,Friday,1,2021,Ramagundam Bypass Junction,18.760317,79.500771,Bypass,Rainy,Potholed,Dark – No Street Light,70,296,2,Truck/Lorry,Rear-End,Serious,69,1,0,0,0
1240,2023-10-22,07:01,7,Sunday,10,2023,Srirampur Road Stretch,18.718182,79.534715,District Road,Clear,Good,Dawn/Dusk,50,162,1,Tractor,Head-On,Minor,39,1,1,1,0
1241,2023-07-22,18:33,18,Saturday,7,2023,Jammikunta–Peddapalli Road,18.552649,79.303659,State Highway,Clear,Potholed,Daylight,60,324,3,Auto-Rickshaw,Head-On,Serious,46,1,1,1,0
1242,2021-08-24,02:21,2,Tuesday,8,2021,Srirampur Road Stretch,18.720854,79.53408,District Road,Rainy,Wet,Daylight,50,209,4,Car/Jeep,Rear-End,Fatal,72,1,0,0,1
1243,2022-11-09,14:29,14,Wednesday,11,2022,Manthani Bridge Approach,18.654738,79.657401,District Road,Clear,Potholed,Daylight,50,151,2,Truck/Lorry,Rear-End,Minor,29,1,0,0,0
1244,2023-05-30,11:45,11,Tuesday,5,2023,Dharmaram Crossroad,18.675979,79.360108,Village Road,Clear,Good,Dark – Street Light,30,87,3,Bus,Head-On,Minor,32,1,0,0,0
1245,2023-01-20,09:29,9,Friday,1,2023,Manthani Bridge Approach,18.644487,79.665246,District Road,Clear,Wet,Dark – No Street Light,50,182,4,Auto-Rickshaw,Side-Swipe,Serious,64,1,0,1,0
1246,2021-08-22,10:54,10,Sunday,8,2021,Ramagundam NTPC Gate Road,18.77928,79.497913,Industrial Road,Clear,Good,Dark – No Street Light,40,187,3,Bus,Side-Swipe,Minor,19,0,1,0,0
1247,2022-09-18,06:23,6,Sunday,9,2022,Sulthanabad Cross Roads,18.597072,79.411796,Highway,Rainy,Potholed,Daylight,80,433,2,Truck/Lorry,Rear-End,Serious,55,1,1,0,0
1248,2021-12-21,14:31,14,Tuesday,12,2021,Peddapalli Town Circle,18.612876,79.37913,Urban Road,Clear,Good,Dark – Street Light,40,47,2,Auto-Rickshaw,Pedestrian,Minor,5,0,0,0,0
1249,2023-02-26,21:32,21,Sunday,2,2023,Mancherial Road – Peddapalli Border,18.677371,79.445934,State Highway,Rainy,Potholed,Dark – No Street Light,60,341,3,Truck/Lorry,Rear-End,Serious,57,1,1,0,1
1250,2021-03-05,18:14,18,Friday,3,2021,Korutla Junction Near Peddapalli,18.524942,79.318967,State Highway,Clear,Good,Dark – No Street Light,60,239,2,Truck/Lorry,Side-Swipe,Minor,30,1,0,1,0
1251,2023-11-13,06:07,6,Monday,11,2023,Karimnagar Highway Fork Peddapalli,18.593742,79.349121,Highway,Clear,Potholed,Dawn/Dusk,80,226,2,Two-Wheeler,Rollover,Serious,64,1,0,0,0
1252,2022-03-24,23:06,23,Thursday,3,2022,Karimnagar Highway Fork Peddapalli,18.595753,79.367162,Highway,Foggy,Wet,Daylight,80,384,3,Two-Wheeler,Rear-End,Fatal,76,1,0,0,1
1253,2021-06-28,12:07,12,Monday,6,2021,Mancherial Road – Peddapalli Border,18.681924,79.440708,State Highway,Foggy,Good,Dark – Street Light,60,339,2,Auto-Rickshaw,Hit-and-Run,Minor,29,0,0,0,0
1254,2021-10-13,18:52,18,Wednesday,10,2021,Manthani Bridge Approach,18.650122,79.66071,District Road,Clear,Good,Daylight,50,206,2,Bus,Head-On,Minor,24,0,0,1,0
1255,2023-11-20,22:43,22,Monday,11,2023,Godavari Bridge NH-163,18.70162,79.523746,Bridge Road,Overcast,Good,Dark – Street Light,60,354,2,Two-Wheeler,Pedestrian,Minor,25,0,0,0,1
1256,2021-09-29,08:45,8,Wednesday,9,2021,Mancherial Road – Peddapalli Border,18.680825,79.453854,State Highway,Clear,Good,Dark – Street Light,60,243,2,Car/Jeep,Side-Swipe,Minor,8,0,0,1,0
1257,2023-07-15,05:50,5,Saturday,7,2023,Ramagundam NTPC Gate Road,18.787062,79.496539,Industrial Road,Overcast,Good,Dark – No Street Light,40,99,2,Auto-Rickshaw,Rear-End,Minor,20,0,1,0,1
1258,2021-07-10,17:29,17,Saturday,7,2021,NH-163 Near Peddapalli Toll Plaza,18.617362,79.386963,Highway,Rainy,Wet,Dark – Street Light,80,255,3,Truck/Lorry,Head-On,Fatal,88,1,1,1,0
1259,2022-03-10,13:20,13,Thursday,3,2022,Mancherial Road – Peddapalli Border,18.673149,79.441364,State Highway,Overcast,Good,Dark – No Street Light,60,349,2,Truck/Lorry,Rollover,Minor,21,0,0,0,0
1260,2023-07-31,01:59,1,Monday,7,2023,Peddapalli Town Circle,18.615628,79.382103,Urban Road,Overcast,Potholed,Daylight,40,130,4,Car/Jeep,Pedestrian,Minor,39,1,0,0,1
